0,-31.508,118.73,2506.8,150.08,38.905,7.6151,75.177,4.6248,0.4818,75.052,-0.0039216,0.13725,0.0039216,1,5143.7,0.14574,0,-5.2203,0.031421,-0.06245,75.052,0,0.1774,1,2895,1935,1000,3336.1,55.365,0,0,0,19.813,-0.062211,0,-0.062211,0,0
1,-31.508,118.73,2512.7,305.24,79.081,13.691,75.317,4.3751,-1.2436,77.51,-0.0039216,0.13725,-0.088386,0.81514,4557.4,0.13066,0,-4.8926,-1.0699,0.52475,77.51,0,-4.9918,1,2895,1935,1000,3186.1,54.373,1,0,0,20.943,-0.095398,0,-0.065763,-0.029636,1.0362
2,-31.508,118.73,2514,337.87,87.539,14.964,75.171,4.6168,-3.2145,77.799,-0.0039216,0.13725,-0.071878,0.7148,3542.1,0.10168,0,-4.7813,-0.86528,0.42244,77.799,0,-4.0827,1,2895,1935,1000,3154.7,54.153,1,0,0,21.018,-0.065998,0,-0.065998,0,0
3,-31.508,118.73,2515.3,369.77,95.785,16.298,74.89,4.9314,-4.8301,77.926,-0.0039216,0.13725,-0.062053,0.7148,3053.2,0.087119,0,-4.7477,-0.74086,0.36023,77.926,0,-3.637,1,2895,1935,1000,3124,53.933,1,0,0,20.957,-0.065806,0,-0.065806,0,0
4,-31.508,118.73,2516.8,403.84,104.88,17.895,74.495,5.2467,-6.2248,77.971,-0.0039216,0.13725,-0.034293,0.65087,2721.9,0.077805,0,-4.747,-0.39067,0.18514,77.971,0,-2.3772,1,2895,1935,1000,3091.1,53.697,1,0,0,20.798,-0.065304,0,-0.065304,0,0
5,-31.508,118.73,2518.3,432.12,112.49,19.377,74.11,5.5431,-7.2042,77.931,-0.0039216,0.13725,-0.044045,0.61269,2382.9,0.070159,0,-4.686,-0.5334,0.2565,77.931,0,-2.2926,1,2895,1935,1000,3063.9,53.499,1,0,0,20.611,-0.064719,0,-0.064719,0,0
6,-31.508,118.73,2520.1,463.3,121.16,21.154,73.643,5.8755,-8.0389,77.819,-0.0039216,0.13725,-0.015696,0.54023,2116.4,0.06402,0,-4.674,-0.16309,0.071347,77.819,0,-1.3809,1,2895,1935,1000,3033.7,53.28,1,0,0,20.363,-0.063939,0,-0.063939,0,0
7,-31.508,118.73,2522.2,496.65,130.88,23.282,73.089,6.2493,-8.7071,77.617,-0.0039216,0.13725,-0.018742,0.54023,1862.9,0.058125,0,-4.6459,-0.21674,0.098171,77.617,0,-1.1147,1,2895,1935,1000,3001.2,53.048,1,0,0,20.041,-0.062928,0,-0.062928,0,0
8,-31.508,118.73,2524,524.2,139.12,25.168,72.61,6.5502,-9.3427,77.409,-0.0039216,0.13725,-0.016042,0.54023,1757.1,0.055677,0,-4.6319,-0.17325,0.07643,77.409,0,-1.247,1,2895,1935,1000,2974.2,52.856,1,0,0,19.754,-0.062028,0,-0.062028,0,0
9,-31.507,118.73,2526.3,555.38,148.64,27.497,72.024,6.8738,-9.8981,77.126,-0.0039216,0.13725,-0.060991,0.50229,1615.6,0.052515,0,-4.6238,-0.80017,0.38989,77.126,0,-1.6381,1,2895,1935,1000,2943.6,52.637,1,0,0,19.387,-0.060875,0,-0.060875,0,0
