index,lat,lon,alt,X,Y,Z,psi,theta,phi,TAS,JSHead,JSPitch,JSRoll,throttle,thrust,fuel_flow,rudder,elevator,left_ail,right_ail,ground_speed,wind_speed,roll_rate,num_wp,x_wp,y_wp,z_wp,wp_dist,yaw_reff,wp_stat,ph_stat,wl_stat,yaw_error,JSRoll_Sim,Roll_lim_stat,KP,KD,error_rate
1.0,-31.895,120.18,2977.9,-190.63,101.96,8.2908,298.51,3.5716,0.8991600000000001,83.583,0.0039216,0.11373,0.0039216,1.0,4823.4,0.1367,0.0,-4.3227,0.0093969,-0.039186,83.583,0.0,0.24836999999999998,1.0,1500.0,3000.0,1000.0,3355.1,30.25800000000001,0.0,0.0,0.0,-91.74700000000001,0.22474,0.0,0.1734,0.051341,-1.8271
4.0,-31.895,120.18,2978.6,-223.12,119.1,9.0937,298.58,3.3343,1.0107,84.12799999999999,0.0039216,0.11373,0.0039216,1.0,4850.1,0.13747,0.0,-4.3026,0.0093787,-0.03915,84.12799999999999,0.0,0.24944000000000002,1.0,1500.0,3000.0,1000.0,3356.9,30.884,0.0,0.0,0.0,-92.309,0.17446,0.0,0.17446,0.0,0.0
8.0,-31.895,120.18,2979.2,-253.45,135.6,9.7373,298.64,3.1391,1.1171,84.66,0.0039216,0.11373,0.0039216,1.0,4861.3,0.1378,0.0,-4.2812,0.009361399999999999,-0.039115,84.66,0.0,0.25046999999999997,1.0,1500.0,3000.0,1000.0,3358.5,31.47300000000001,1.0,0.0,0.0,-92.831,0.17545,0.0,0.17545,0.0,0.0
12.0,-31.895,120.18,2979.3,-260.67,139.41,9.8683,298.66,3.1184,1.5105,84.78299999999999,0.0039216,0.11373,0.17557,1.0,4862.7,0.13785,0.0,-4.2353,1.1446,-2.3095,84.78299999999999,0.0,5.5645,1.0,1500.0,3000.0,1000.0,3359.0,31.612,1.0,0.0,0.0,-92.955,0.17569,0.0,0.17569,0.0,0.0
16.0,-31.895,120.18,2979.8,-292.44,156.76,10.401,298.81,3.0336,6.041,85.34899999999998,0.0039216,0.11373,0.22925,1.0,4865.7,0.13794,0.0,-4.3144,1.4183,-2.8569,85.34899999999998,0.0,12.918,1.0,1500.0,3000.0,1000.0,3361.1,32.228,1.0,0.0,0.0,-93.41799999999999,0.17656,0.0,0.17656,0.0,0.0
20.0,-31.894000000000002,120.18,2980.2,-318.44,170.93,10.776,299.17,2.8896,10.181000000000001,85.815,0.0039216,0.11373,0.19516,1.0,4865.2,0.13793,0.0,-4.2191,1.1885,-2.3974,85.815,0.0,11.63,1.0,1500.0,3000.0,1000.0,3363.1,32.732,1.0,0.0,0.0,-93.56200000000001,0.17683,0.0,0.17683,0.0,0.0
24.0,-31.894000000000002,120.18,2980.4,-343.71,184.9,11.085999999999999,299.71,2.7417,13.952,86.262,0.0039216,0.11373,0.16956,0.91328,4640.7,0.13204000000000002,0.0,-4.1073,1.0166,-2.0536,86.262,0.0,10.728,1.0,1500.0,3000.0,1000.0,3365.1,33.222,1.0,0.0,0.0,-93.51100000000001,0.17674,0.0,0.17674,0.0,0.0
28.0,-31.894000000000002,120.18,2980.7,-374.04,202.25,11.380999999999998,300.55,2.594,18.052,86.728,0.0039216,0.11373,0.12122999999999999,0.79043,4010.6,0.11485,0.0,-3.9807,0.6933,-1.4069999999999998,86.728,0.0,8.9616,1.0,1500.0,3000.0,1000.0,3367.4,33.816,1.0,0.0,0.0,-93.26899999999999,0.17628,0.0,0.17628,0.0,0.0
32.0,-31.894000000000002,120.18,2980.8,-405.09,220.44,11.593,301.57,2.4874,21.935,87.071,0.0039216,0.11373,0.10790999999999999,0.65561,3125.7,0.08982899999999999,0.0,-3.8509,0.6087899999999999,-1.238,87.071,0.0,8.2537,1.0,1500.0,3000.0,1000.0,3369.8,34.426,1.0,0.0,0.0,-92.85600000000001,0.1755,0.0,0.1755,0.0,0.0
36.0,-31.894000000000002,120.18,2980.9,-431.09,235.89,11.705,302.55,2.3866,24.629,87.26,0.0039216,0.11373,0.12555999999999998,0.65561,2662.4,0.07607799999999999,0.0,-3.7507,0.7488,-1.518,87.26,0.0,7.6012,1.0,1500.0,3000.0,1000.0,3371.9,34.939,1.0,0.0,0.0,-92.38799999999999,0.17461,0.0,0.17461,0.0,0.0
40.0,-31.894000000000002,120.18,2980.9,-467.92,259.37,11.755,304.13,2.1676,27.941999999999997,87.461,0.0039216,0.11373,0.10619,0.58811,2269.4,0.06663999999999999,0.0,-3.6787,0.63058,-1.2816,87.461,0.0,6.3398,1.0,1500.0,3000.0,1000.0,3374.0,35.68,1.0,0.0,0.0,-91.554,0.17304,0.0,0.17304,0.0,0.0
